경기번호,팀명,경기날짜,결과,No.,이름,출전세트_1set,출전세트_2set,출전세트_3set,출전세트_4set,출전세트_5set,득점_득점,공격종합_시도,공격종합_성공,공격종합_공격차단,공격종합_범실,공격종합_성공률,공격종합_점유율,오픈_시도,오픈_성공,오픈_공격차단,오픈_범실,오픈_성공률,오픈_점유율,시간차_시도,시간차_성공,시간차_공격차단,시간차_범실,시간차_성공률,시간차_점유율,이동_시도,이동_성공,이동_공격차단,이동_범실,이동_성공률,이동_점유율,후위_시도,후위_성공,후위_공격차단,후위_범실,후위_성공률,후위_점유율,속공_시도,속공_성공,속공_공격차단,속공_범실,속공_성공률,속공_점유율,퀵오픈_시도,퀵오픈_성공,퀵오픈_공격차단,퀵오픈_범실,퀵오픈_성공률,퀵오픈_점유율,서브_시도,서브_성공,서브_범실,서브_성공률,서브_점유율,디그_시도,디그_성공,디그_실패,디그_범실,디그_세트당,디그_점유율,세트_시도,세트_성공,세트_범실,세트_세트당,세트_점유율,리시브_시도,리시브_정확,리시브_실패,리시브_세트당,리시브_점유율,블로킹_시도,블로킹_성공,블로킹_유효블락,블로킹_실패,블로킹_범실,블로킹_세트당,블로킹_점유율,블로킹_어시스트,벌칙_벌칙,범실_범실
176,GS칼텍스,2019-02-23,0,16,김유리 (C),O,O,O,,,3,8,3,0,1,37.5,6.2,1,1,0,0,100.0,1.89,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,7,2,0,1,28.57,70.0,0,0,0,0,0.0,0.0,9,0,1,0.0,13.24,5,3,2,0,1.0,5.62,2,0,0,0.0,1.55,0,0,0,0.0,0.0,10,0,5,3,0,0.0,20.0,2,0,2
176,GS칼텍스,2019-02-23,0,17,김현정 (C),O,15,O,,,3,4,1,0,0,25.0,3.1,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,0,0,0,0.0,100.0,0,0,0,0,0.0,0.0,3,1,0,0,33.33,30.0,0,0,0,0,0.0,0.0,10,2,1,0.67,14.71,2,2,0,0,0.67,2.25,3,0,0,0.0,2.33,0,0,0,0.0,0.0,8,0,3,3,0,0.0,16.0,1,0,1
176,GS칼텍스,2019-02-23,0,20,알리 (R),,7,6,,,0,4,0,0,0,0.0,3.1,4,0,0,0,0.0,7.55,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,1,0,0.5,0.78,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0
176,GS칼텍스,2019-02-23,0,7,안혜진 (S),O,O,10,,,0,1,0,1,0,0.0,0.78,1,0,1,0,0.0,1.89,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,8,0,2,0.0,11.76,8,6,2,0,2.0,8.99,65,20,0,6.67,50.39,0,0,0,0.0,0.0,2,0,0,0,1,0.0,4.0,0,0,3
176,GS칼텍스,2019-02-23,0,3,김채원 (L),9,,9,,,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,0,0.5,1.12,0,0,0,0.0,0.0,4,1,0,25.0,5.63,0,0,0,0,0,0.0,0.0,0,0,0
176,GS칼텍스,2019-02-23,0,15,문명화 (C),,O,,,,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,0,0,0.0,1.47,1,1,0,0,1.0,1.12,1,0,0,0.0,0.78,0,0,0,0.0,0.0,3,0,1,1,0,0.0,6.0,0,0,0
176,GS칼텍스,2019-02-23,0,11,박혜민 (L),16,,,,,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,0,1,0.0,1.47,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,1
176,GS칼텍스,2019-02-23,0,6,이고은 (S),7,1,O,,,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,7,0,0,0.0,10.29,1,1,0,0,0.33,1.12,42,18,1,6.0,32.56,0,0,0,0.0,0.0,2,0,1,1,0,0.0,4.0,0,0,1
176,GS칼텍스,2019-02-23,0,4,한다혜 (Li),LI,LI,LI,,,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,15,13,2,0,4.33,16.85,2,1,0,0.33,1.55,19,6,1,26.32,26.76,0,0,0,0,0,0.0,0.0,0,0,0
177,KGC인삼공사,2019-02-24,0,2,알레나 (R),O,O,O,O,,31,71,31,3,5,43.66,44.1,28,9,3,0,32.14,37.84,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,34,19,0,4,55.88,100.0,0,0,0,0,0.0,0.0,9,3,0,1,33.33,23.08,14,0,0,0.0,15.91,15,8,7,0,2.0,14.29,4,1,0,0.25,2.52,0,0,0,0.0,0.0,7,0,3,1,0,0.0,12.28,2,0,5
177,KGC인삼공사,2019-02-24,0,11,최은지 (L),O,O,O,O,,20,40,19,3,3,47.5,24.84,15,5,1,2,33.33,20.27,2,0,0,0,0.0,33.33,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,23,14,2,1,60.87,58.97,16,0,2,0.0,18.18,11,9,2,0,2.25,10.48,9,1,0,0.25,5.66,23,14,1,56.52,25.27,13,1,5,5,0,0.25,22.81,3,0,5
177,KGC인삼공사,2019-02-24,0,4,한수지 (C),O,O,O,O,,9,13,4,1,1,30.77,8.07,9,3,0,1,33.33,12.16,1,0,0,0,0.0,16.67,1,1,0,0,100.0,25.0,0,0,0,0,0.0,0.0,2,0,1,0,0.0,50.0,0,0,0,0,0.0,0.0,15,0,0,0.0,17.05,6,6,0,0,1.5,5.71,7,2,1,0.5,4.4,0,0,0,0.0,0.0,23,5,6,10,0,1.25,40.35,0,0,2
177,KGC인삼공사,2019-02-24,0,12,한송이 (C),7,7,7,7,,4,8,3,1,1,37.5,4.97,5,1,1,1,20.0,6.76,1,1,0,0,100.0,16.67,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,1,0,0,50.0,5.13,7,1,1,0.25,7.95,1,1,0,0,0.25,0.95,0,0,0,0.0,0.0,4,0,0,0.0,4.4,3,0,1,2,0,0.0,5.26,0,0,2
177,KGC인삼공사,2019-02-24,0,7,고민지 (L),O,O,O,O,,2,14,2,3,2,14.29,8.7,7,0,1,2,0.0,9.46,2,1,0,0,50.0,33.33,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,5,1,2,0,20.0,12.82,15,0,2,0.0,17.05,22,16,6,0,4.0,20.95,1,1,0,0.25,0.63,33,15,1,42.42,36.26,2,0,1,0,0,0.0,3.51,0,0,4
177,KGC인삼공사,2019-02-24,0,6,박은진 (C),,,14,O,,2,6,2,0,0,33.33,3.73,2,1,0,0,50.0,2.7,0,0,0,0,0.0,0.0,2,0,0,0,0.0,50.0,0,0,0,0,0.0,0.0,2,1,0,0,50.0,50.0,0,0,0,0,0.0,0.0,3,0,0,0.0,3.41,1,1,0,0,0.5,0.95,1,0,0,0.0,0.63,0,0,0,0.0,0.0,4,0,3,1,0,0.0,7.02,0,0,0
177,KGC인삼공사,2019-02-24,0,3,하효림 (S),O,,,,,1,2,1,0,0,50.0,1.24,2,1,0,0,50.0,2.7,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,0,0,0.0,2.27,2,2,0,0,2.0,1.9,24,8,1,8.0,15.09,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,1
177,KGC인삼공사,2019-02-24,0,14,유희옥 (C),O,O,O,,,0,5,0,0,0,0.0,3.11,4,0,0,0,0.0,5.41,0,0,0,0,0.0,0.0,1,0,0,0,0.0,25.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,6,0,1,0.0,6.82,4,3,1,0,1.0,3.81,4,0,0,0.0,2.52,1,1,0,100.0,1.1,3,0,2,1,0,0.0,5.26,1,0,1
177,KGC인삼공사,2019-02-24,0,13,이재은 (S),3,O,O,O,,0,2,0,1,0,0.0,1.24,2,0,1,0,0.0,2.7,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,9,0,0,0.0,10.23,9,9,0,0,2.25,8.57,91,37,0,9.25,57.23,0,0,0,0.0,0.0,2,0,2,0,0,0.0,3.51,0,0,0
177,KGC인삼공사,2019-02-24,0,5,노란 (L),11,11,11,,,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,0,0.33,0.95,3,1,0,0.33,1.89,5,2,1,20.0,5.49,0,0,0,0,0,0.0,0.0,0,0,0
177,KGC인삼공사,2019-02-24,0,9,오지영 (Li),LI,LI,LI,LI,,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,32,27,5,0,6.75,30.48,13,7,0,1.75,8.18,24,14,3,45.83,26.37,0,0,0,0,0,0.0,0.0,0,0,0
177,KGC인삼공사,2019-02-24,0,10,채선아 (L),,,,11,,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,0,0,0.0,1.14,1,1,0,0,1.0,0.95,2,0,0,0.0,1.26,1,1,0,100.0,1.1,0,0,0,0,0,0.0,0.0,0,0,0
177,현대건설,2019-02-24,1,14,양효진 (C),O,O,O,O,,31,41,25,0,4,60.98,28.87,29,19,0,3,65.52,31.52,1,1,0,0,100.0,100.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,11,5,0,1,45.45,73.33,0,0,0,0,0.0,0.0,16,1,1,0.25,16.49,7,7,0,0,1.75,7.45,3,2,0,0.5,2.08,2,1,0,50.0,2.44,19,5,3,5,0,1.25,25.0,0,0,5
177,현대건설,2019-02-24,1,20,마야 (R),O,O,O,O,,20,50,16,3,4,32.0,35.21,25,6,0,1,24.0,27.17,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,16,6,2,1,37.5,100.0,1,1,0,0,100.0,6.67,8,3,1,2,37.5,44.44,17,3,2,0.75,17.53,10,8,2,0,2.0,10.64,5,1,1,0.25,3.47,0,0,0,0.0,0.0,12,1,3,3,0,0.25,15.79,3,0,7
177,현대건설,2019-02-24,1,13,정지윤 (C),O,O,O,O,,12,29,10,3,1,34.48,20.42,24,9,3,0,37.5,26.09,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,3,1,0,1,33.33,20.0,2,0,0,0,0.0,11.11,9,0,1,0.0,9.28,3,3,0,0,0.75,3.19,3,0,0,0.0,2.08,2,0,0,0.0,2.44,15,2,7,4,0,0.5,19.74,4,0,2
177,현대건설,2019-02-24,1,15,황민경 (L),O,O,O,O,,4,9,3,0,1,33.33,6.34,4,1,0,1,25.0,4.35,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,5,2,0,0,40.0,27.78,16,0,0,0.0,16.49,12,12,0,0,3.0,12.77,3,1,0,0.25,2.08,29,15,0,51.72,35.37,8,1,4,2,0,0.25,10.53,0,0,1
177,현대건설,2019-02-24,1,7,고유민 (L),O,O,O,O,,4,6,4,0,0,66.67,4.23,5,3,0,0,60.0,5.43,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,1,0,0,100.0,5.56,14,0,0,0.0,14.43,12,8,4,0,2.0,12.77,3,0,0,0.0,2.08,27,16,1,55.56,32.93,6,0,2,3,0,0.0,7.89,0,0,0
177,현대건설,2019-02-24,1,19,이다영 (S),O,O,O,O,,4,2,0,0,0,0.0,1.41,2,0,0,0,0.0,2.17,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,18,2,1,0.5,18.56,20,15,5,0,3.75,21.28,117,49,0,12.25,81.25,0,0,0,0.0,0.0,14,2,4,5,1,0.5,18.42,2,0,2
177,현대건설,2019-02-24,1,10,김주향 (L),15,15,15,7,,3,5,2,0,0,40.0,3.52,3,1,0,0,33.33,3.26,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,1,0,0,50.0,11.11,0,0,0,0.0,0.0,1,1,0,0,0.25,1.06,0,0,0,0.0,0.0,2,1,0,50.0,2.44,2,1,0,1,0,0.25,2.63,1,0,0
177,현대건설,2019-02-24,1,8,김연견 (Li),LI,LI,LI,LI,,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,29,20,9,0,5.0,30.85,9,4,0,1.0,6.25,20,12,0,60.0,24.39,0,0,0,0,0,0.0,0.0,0,0,0
177,현대건설,2019-02-24,1,18,이영주 (L),13,13,13,13,,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,7,0,1,0.0,7.22,0,0,0,0,0.0,0.0,1,0,0,0.0,0.69,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,1
179,한국도로공사,2019-02-27,1,20,파튜 (R),O,O,O,,,17,46,15,2,4,32.61,36.22,33,10,2,3,30.3,44.59,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,6,3,0,1,50.0,66.67,0,0,0,0,0.0,0.0,7,2,0,0,28.57,25.93,10,0,0,0.0,13.7,11,6,5,0,2.0,11.83,3,0,0,0.0,2.36,1,0,0,0.0,1.69,9,2,2,1,0,0.67,14.29,2,0,4
179,한국도로공사,2019-02-27,1,9,박정아 (L),O,O,O,,,16,37,12,1,1,32.43,29.13,16,5,0,1,31.25,21.62,1,1,0,0,100.0,16.67,0,0,0,0,0.0,0.0,3,0,0,0,0.0,33.33,0,0,0,0,0.0,0.0,17,6,1,0,35.29,62.96,7,1,2,0.33,9.59,12,12,0,0,4.0,12.9,3,0,0,0.0,2.36,3,0,0,0.0,5.08,8,3,1,4,0,1.0,12.7,1,0,3
179,한국도로공사,2019-02-27,1,13,정대영 (C),O,O,O,,,8,14,5,0,0,35.71,11.02,7,1,0,0,14.29,9.46,0,0,0,0,0.0,0.0,3,2,0,0,66.67,60.0,0,0,0,0,0.0,0.0,4,2,0,0,50.0,66.67,0,0,0,0,0.0,0.0,17,0,0,0.0,23.29,8,6,2,0,2.0,8.6,5,1,0,0.33,3.94,0,0,0,0.0,0.0,14,3,5,3,0,1.0,22.22,2,0,0
179,한국도로공사,2019-02-27,1,12,문정원 (R),O,O,O,,,7,14,5,0,1,35.71,11.02,7,1,0,1,14.29,9.46,4,2,0,0,50.0,66.67,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,3,2,0,0,66.67,11.11,14,1,1,0.33,19.18,16,14,2,0,4.67,17.2,3,1,0,0.33,2.36,32,19,2,53.13,54.24,12,1,6,3,0,0.33,19.05,1,0,2
179,한국도로공사,2019-02-27,1,10,배유나 (C),O,O,O,,,5,13,4,0,0,30.77,10.24,8,2,0,0,25.0,10.81,1,0,0,0,0.0,16.67,2,1,0,0,50.0,40.0,0,0,0,0,0.0,0.0,2,1,0,0,50.0,33.33,0,0,0,0,0.0,0.0,8,0,1,0.0,10.96,3,3,0,0,1.0,3.23,3,1,0,0.33,2.36,0,0,0,0.0,0.0,19,1,6,7,1,0.33,30.16,3,0,2
179,한국도로공사,2019-02-27,1,5,이효희 (S),O,O,O,,,1,2,1,0,0,50.0,1.57,2,1,0,0,50.0,2.7,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,10,0,0,0.0,13.7,16,16,0,0,5.33,17.2,83,30,0,10.0,65.35,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0
179,한국도로공사,2019-02-27,1,19,이원정 (S),5,5,5,,,0,1,0,0,0,0.0,0.79,1,0,0,0,0.0,1.35,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,0,0,0.0,1.37,0,0,0,0,0.0,0.0,11,2,1,0.67,8.66,0,0,0,0.0,0.0,1,0,1,0,0,0.0,1.59,0,0,1
179,한국도로공사,2019-02-27,1,18,유서연 (L),20,9,,,,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,0,1,0.0,2.74,2,2,0,0,1.0,2.15,0,0,0,0.0,0.0,3,1,0,33.33,5.08,0,0,0,0,0,0.0,0.0,0,0,1
179,한국도로공사,2019-02-27,1,8,임명옥 (Li),LI,LI,LI,,,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,22,17,4,1,5.67,23.66,16,4,0,1.33,12.6,20,13,0,65.0,33.9,0,0,0,0,0,0.0,0.0,0,0,1
179,한국도로공사,2019-02-27,1,4,전새얀 (L),10,,10,,,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,4,0,0,0.0,5.48,2,1,1,0,0.5,2.15,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0
179,한국도로공사,2019-02-27,1,7,하혜진 (L),,12,12,,,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,0,0.5,1.08,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0
178,KGC인삼공사,2019-02-27,0,2,알레나 (R),O,O,O,,,29,64,27,7,5,42.19,46.04,23,7,2,3,30.43,39.66,2,1,0,0,50.0,25.0,0,0,0,0,0.0,0.0,29,14,4,2,48.28,100.0,0,0,0,0,0.0,0.0,10,5,1,0,50.0,27.78,11,0,2,0.0,16.67,9,9,0,0,3.0,9.47,0,0,0,0.0,0.0,0,0,0,0.0,0.0,14,2,7,1,0,0.67,24.14,0,0,7
178,KGC인삼공사,2019-02-27,0,6,박은진 (C),O,O,O,,,6,18,6,0,1,33.33,12.95,10,2,0,1,20.0,17.24,1,1,0,0,100.0,12.5,1,0,0,0,0.0,100.0,0,0,0,0,0.0,0.0,6,3,0,0,50.0,85.71,0,0,0,0,0.0,0.0,9,0,0,0.0,13.64,4,4,0,0,1.33,4.21,4,0,1,0.0,2.9,1,0,0,0.0,1.47,12,0,5,4,0,0.0,20.69,1,0,2
178,KGC인삼공사,2019-02-27,0,7,고민지 (L),O,O,O,,,6,13,5,1,2,38.46,9.35,3,1,0,0,33.33,5.17,1,0,0,1,0.0,12.5,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,9,4,1,1,44.44,25.0,13,1,2,0.33,19.7,19,15,4,0,5.0,20.0,6,1,0,0.33,4.35,15,8,1,46.67,22.06,2,0,1,0,0,0.0,3.45,0,0,4
178,KGC인삼공사,2019-02-27,0,11,최은지 (L),O,O,O,,,4,33,4,2,3,12.12,23.74,15,1,2,2,6.67,25.86,4,0,0,0,0.0,50.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,14,3,0,1,21.43,38.89,11,0,1,0.0,16.67,8,7,1,0,2.33,8.42,6,0,0,0.0,4.35,22,13,0,59.09,32.35,6,0,4,1,0,0.0,10.34,0,0,4
178,KGC인삼공사,2019-02-27,0,4,한수지 (C),O,O,O,,,4,4,2,0,0,50.0,2.88,3,2,0,0,66.67,5.17,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,0,0,0,0.0,14.29,0,0,0,0,0.0,0.0,13,1,1,0.33,19.7,5,4,1,0,1.33,5.26,3,0,0,0.0,2.17,1,0,0,0.0,1.47,16,1,8,6,0,0.33,27.59,1,0,1
178,KGC인삼공사,2019-02-27,0,12,한송이 (C),7,3,7,,,1,4,1,0,2,25.0,2.88,1,1,0,0,100.0,1.72,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,3,0,0,2,0.0,8.33,1,0,0,0.0,1.52,2,2,0,0,0.67,2.11,0,0,0,0.0,0.0,3,2,0,66.67,4.41,1,0,0,0,0,0.0,1.72,0,0,2
178,KGC인삼공사,2019-02-27,0,3,하효림 (S),13,O,O,,,0,3,0,0,0,0.0,2.16,3,0,0,0,0.0,5.17,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,7,0,1,0.0,10.61,10,8,2,0,2.67,10.53,96,36,0,12.0,69.57,0,0,0,0.0,0.0,7,0,4,2,0,0.0,12.07,1,0,1
178,KGC인삼공사,2019-02-27,0,5,노란 (L),11,11,11,,,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,0,0,0.0,1.52,4,3,1,0,1.0,4.21,1,0,0,0.0,0.72,2,1,1,0.0,2.94,0,0,0,0,0,0.0,0.0,0,0,0
178,KGC인삼공사,2019-02-27,0,9,오지영 (Li),LI,LI,LI,,,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,30,28,2,0,9.33,31.58,9,4,0,1.33,6.52,22,18,0,81.82,32.35,0,0,0,0,0,0.0,0.0,0,0,0
178,KGC인삼공사,2019-02-27,0,13,이재은 (S),O,,3,,,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,0,0.5,1.05,13,2,0,1.0,9.42,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0
178,KGC인삼공사,2019-02-27,0,10,채선아 (L),,7,,,,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,3,2,1,0,2.0,3.16,0,0,0,0.0,0.0,2,1,0,50.0,2.94,0,0,0,0,0,0.0,0.0,0,0,0
178,IBK기업은행,2019-02-27,0,14,어나이 (L),O,O,O,O,O,29,75,24,6,9,32.0,36.23,46,13,3,6,28.26,38.33,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,19,7,1,2,36.84,95.0,0,0,0,0,0.0,0.0,10,4,2,1,40.0,25.0,16,1,3,0.2,17.2,22,16,6,0,3.2,16.67,5,1,0,0.2,2.36,1,0,0,0.0,0.93,20,4,7,5,1,0.8,25.32,2,0,13
178,IBK기업은행,2019-02-27,0,4,김희진 (R),O,O,O,O,O,17,36,13,1,2,36.11,17.39,23,7,0,1,30.43,19.17,2,0,0,1,0.0,15.38,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,8,4,1,0,50.0,80.0,3,2,0,0,66.67,7.5,9,1,1,0.2,9.68,6,4,2,0,0.8,4.55,4,0,1,0.0,1.89,0,0,0,0.0,0.0,19,3,8,5,0,0.6,24.05,2,0,4
178,IBK기업은행,2019-02-27,0,11,김수지 (C),O,O,O,O,O,13,20,11,0,0,55.0,9.66,11,4,0,0,36.36,9.17,3,3,0,0,100.0,23.08,4,3,0,0,75.0,100.0,0,0,0,0,0.0,0.0,2,1,0,0,50.0,20.0,0,0,0,0,0.0,0.0,17,1,3,0.2,18.28,6,5,1,0,1.0,4.55,2,0,0,0.0,0.94,0,0,0,0.0,0.0,17,1,9,6,0,0.2,21.52,4,0,3
178,IBK기업은행,2019-02-27,0,7,고예림 (L),O,O,O,O,O,12,39,10,1,2,25.64,18.84,19,3,1,0,15.79,15.83,5,2,0,0,40.0,38.46,0,0,0,0,0.0,0.0,1,0,0,0,0.0,5.0,0,0,0,0,0.0,0.0,14,5,0,2,35.71,35.0,24,1,3,0.2,25.81,29,25,4,0,5.0,21.97,10,4,1,0.8,4.72,23,13,0,56.52,21.5,9,1,4,2,1,0.2,11.39,0,0,7
178,IBK기업은행,2019-02-27,0,12,백목화 (L),O,O,O,O,O,8,34,8,4,0,23.53,16.43,19,4,1,0,21.05,15.83,3,1,0,0,33.33,23.08,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,12,3,3,0,25.0,30.0,10,0,0,0.0,10.75,29,26,3,0,5.2,21.97,8,3,0,0.6,3.77,12,7,0,58.33,11.21,4,0,1,3,0,0.0,5.06,1,0,0
